	plan_id	state	metal_level	rate	rate_area
1773	69662OL2674613	IA	Silver	270.47	4
12390	04350IN4979203	IA	Silver	273.76	1
3318	65330IX2348615	IA	Silver	275.68	6
20246	99502TT7359047	IA	Silver	276.39	3
5925	43709PT9727611	IA	Silver	278.29	5
10558	38785HX8142419	IA	Silver	283.41	4
20391	96802KP3372311	IA	Silver	285.58	2
19387	29700DK6896673	IA	Silver	287.3	1
9200	56647FF7756854	IA	Silver	288.87	6
13846	52803MU5251146	IA	Silver	289.61	3
4626	59735OE6060103	IA	Silver	291.6	5
772	76038EB3875267	IA	Silver	292.26	7
14301	29650YQ8602837	IA	Silver	306.24	7
9835	94313WQ8579602	IA	Silver	322.34	1
19704	89764OW5499782	IA	Silver	326.14	4
10325	44253LA0130185	IA	Silver	332.42	6
10739	08857YS9202319	IA	Silver	333.27	3
411	61346IW5971729	IA	Silver	335.56	5
16293	17607FO6892881	IA	Silver	337.76	1
7557	67096OW4208998	IA	Silver	346.54	7
17074	76605RH9615229	IA	Silver	346.54	3
18223	47120AM7505199	IA	Silver	352.41	7
6341	80676TP4846574	IA	Silver	365.68	7
21881	90526SI7467498	IA	Silver	365.68	3
3731	86615YW2898692	IA	Silver	365.99	7
8281	12900CR5741339	IA	Silver	365.99	3
1668	71538QO0621038	IA	Silver	366.0	3
9956	92020HF8660224	IA	Silver	366.0	7
2375	16581UB9583006	IA	Silver	372.45	3
13647	54930JK4757458	IA	Silver	372.45	7
46	08513NQ7665832	IA	Silver	374.3	3
5687	84157WX3013996	IA	Silver	374.3	7
5267	97158KR2120191	IA	Silver	376.3	3
10113	98633KL2677636	IA	Silver	376.3	7
12190	09859IG0387963	IA	Silver	384.62	7
17971	29579QY7363560	IA	Silver	384.62	3
17381	99015AH8158731	IA	Silver	388.68	1
7020	91412EQ6038343	IL	Silver	203.54	6
9802	95026HZ9695911	IL	Silver	207.04	1
17451	27765DT7606672	IL	Silver	209.95	1
14499	59340XO6416485	IL	Silver	211.06	1
18139	63065FE2537803	IL	Silver	211.3	4
21810	47448HE2974623	IL	Silver	211.82	3
15956	10290GB4049658	IL	Silver	215.16	1
5819	53396CQ7079621	IL	Silver	218.16	1
8057	05179EY0023859	IL	Silver	220.21	7
19540	30846VL1325560	IL	Silver	220.37	1
18342	75415JL2175678	IL	Silver	221.32	4
9176	60557OU3238568	IL	Silver	222.38	6
14323	77933VV9073345	IL	Silver	223.16	1
6532	90403FR8730607	IL	Silver	223.45	1
1303	06954QS1019453	IL	Silver	224.08	2
17409	52526BI0540455	IL	Silver	224.62	4
12362	75054TQ4632988	IL	Silver	224.63	1
848	87011PO8521311	IL	Silver	225.12	3
9306	03429LR1800745	IL	Silver	226.76	6
19536	89916VN5326766	IL	Silver	227.15	7
10681	86789DB1347563	IL	Silver	227.63	1
13476	74339TU0608373	IL	Silver	228.12	6
15549	36353ES6517147	IL	Silver	228.2	6
5004	51418KN7347576	IL	Silver	228.65	1
7960	72885IR1213080	IL	Silver	229.38	1
6954	14631DO3602634	IL	Silver	229.47	1
7423	47161PR7425433	IL	Silver	230.07	1
12500	23736QB6013954	IL	Silver	230.49	1
3002	06572GY4541502	IL	Silver	230.69	4
15895	46805QQ9410476	IL	Silver	230.85	4
10775	37329OL9865749	IL	Silver	230.87	12
14781	43324IP4930657	IL	Silver	231.43	3
19736	11952KU3176131	IL	Silver	231.84	1
18951	55760BD7713509	IL	Silver	232.71	1
2924	75808CI8779645	IL	Silver	233.14	1
3204	40764CS9913865	IL	Silver	233.97	4
15561	51128CG3534777	IL	Silver	234.08	3
8676	83212HI7979170	IL	Silver	234.09	1
14402	86653EW8474883	IL	Silver	235.03	1
15611	38990KB1150707	IL	Silver	237.32	1
20593	32713AX0362921	IL	Silver	237.83	7
21445	05449DT1651379	IL	Silver	238.23	2
20230	81235YJ4353543	IL	Silver	238.35	1
7976	92448HR8774087	IL	Silver	238.4	4
3706	57029PI9064650	IL	Silver	238.71	1
1007	63014PG9058937	IL	Silver	239.76	1
135	55881PK3277290	IL	Silver	239.83	5
644	64103AX7722966	IL	Silver	239.83	4
19264	75093NH5632679	IL	Silver	239.91	4
13144	63730HF3059365	IL	Silver	240.25	1
13232	17829GI1061381	IL	Silver	241.19	1
21508	79777DP6768604	IL	Silver	241.43	2
8661	51335GJ2848957	IL	Silver	241.9	1
1397	37128JY2259368	IL	Silver	243.07	1
2676	60257FB6365331	IL	Silver	243.67	1
11757	36142ZZ9127388	IL	Silver	243.87	1
1955	47043NH4079672	IL	Silver	243.99	3
6762	94221OD2791562	IL	Silver	244.82	2
3057	20491FW8887007	IL	Silver	246.04	2
19435	26405RZ9302067	IL	Silver	246.78	12
13645	38945TC8816906	IL	Silver	247.3	1
3043	91085IU1978730	IL	Silver	247.41	3
20392	95567TK8901441	IL	Silver	247.46	3
2894	94320WE9271007	IL	Silver	247.52	2
11394	97633WP0005712	IL	Silver	247.6	2
12624	83585DC6573532	IL	Silver	247.87	11
20044	15219VK9633503	IL	Silver	248.26	12
10728	77345GI4418961	IL	Silver	248.28	1
250	58242JU3055897	IL	Silver	248.34	12
11437	55905IC1641404	IL	Silver	248.77	1
4276	00422LW8927842	IL	Silver	249.34	12
14297	50061ZR0946366	IL	Silver	249.36	11
13684	23581OM9959350	IL	Silver	249.44	11
21837	97377IF0047501	IL	Silver	249.77	1
8897	91807ZD9364692	IL	Silver	249.85	1
6666	49865KY3947363	IL	Silver	251.96	12
2740	97516PR2395904	IL	Silver	252.14	3
11901	88745BS1137951	IL	Silver	252.21	1
10656	28244YP4452945	IL	Silver	252.83	8
15860	70549JQ3737130	IL	Silver	252.83	7
21407	46498YR8655531	IL	Silver	252.83	9
11265	80255FR2276691	IL	Silver	252.91	7
2908	14335RH2845957	IL	Silver	253.66	3
5280	29116SV8768502	IL	Silver	253.74	3
6710	94670PB1891235	IL	Silver	253.82	10
3320	06544UH7083970	IL	Silver	258.27	10
16706	15009BG2767465	IL	Silver	259.39	6
10292	52025KM2288424	IL	Silver	261.61	6
15882	67627WN7934011	IL	Silver	262.8	4
4693	76416IM4587812	IL	Silver	262.95	10
11965	07570GU3212880	IL	Silver	264.36	12
16343	77436YM7110353	IL	Silver	264.53	10
930	04943MJ3244470	IL	Silver	264.61	10
17009	34253ON1068887	IL	Silver	264.83	11
11285	35372TR2214338	IL	Silver	265.45	4
9564	37180GF6121903	IL	Silver	266.37	6
14169	75156TI3172012	IL	Silver	269.36	6
12752	81873XL4081206	IL	Silver	269.9	8
13985	20162IR1649366	IL	Silver	269.9	9
21250	06394IV0503512	IL	Silver	269.9	7
4786	74224YQ4080364	IL	Silver	270.09	9
10408	53793CB7632893	IL	Silver	270.16	5
3496	68808OW8711852	IL	Silver	271.48	12
966	12378EP9987006	IL	Silver	271.59	8
10532	05562FQ3195610	IL	Silver	271.71	9
19283	90841ZU7291764	IL	Silver	271.8	9
535	53526OE2911062	IL	Silver	271.86	5
11927	91982IQ3631760	IL	Silver	271.86	4
14241	43327FE1721097	IL	Silver	271.96	11
7753	32126UV0275536	IL	Silver	272.26	1
12615	68628XS0094696	IL	Silver	272.33	12
21719	89574BX0401694	IL	Silver	273.22	8
1847	08851CK6968063	IL	Silver	273.31	8
887	74672EH5362736	IL	Silver	273.35	7
2973	69240WA4774150	IL	Silver	273.88	8
13617	84074FR0019296	IL	Silver	274.12	10
7195	87219AK1910777	IL	Silver	274.52	12
14035	02735MV2495313	IL	Silver	275.01	11
4965	92369YS1697873	IL	Silver	275.7	10
8030	03195VW4761581	IL	Silver	276.25	7
18522	30200JL6416713	IL	Silver	276.25	9
19699	53876LG0630737	IL	Silver	276.25	8
4546	67787VV4276962	IL	Silver	276.71	5
11995	80288GS9473746	IL	Silver	277.29	11
10794	28172XP6479858	IL	Silver	278.37	5
1988	22514LT0632094	IL	Silver	278.46	5
2074	47202TH4557375	IL	Silver	279.03	8
16105	13812PZ2034433	IL	Silver	279.03	9
19136	56825CA5490226	IL	Silver	279.03	7
3917	03580KI5423925	IL	Silver	279.19	10
5469	46675DT7827871	IL	Silver	279.89	1
11156	79110IS3816018	IL	Silver	280.31	1
21768	08553SR8983853	IL	Silver	280.72	6
720	81185XT2552319	IL	Silver	281.24	8
2017	88837WR0883317	IL	Silver	282.19	10
19409	24904FC4461900	IL	Silver	282.19	2
11605	40081OV0472811	IL	Silver	282.42	13
4847	57741VO0952367	IL	Silver	282.53	6
10196	16367CR7044615	IL	Silver	282.58	9
13183	87042WY7886195	IL	Silver	282.61	1
21675	19610EM5684583	IL	Silver	282.88	1
5640	23612UR7095439	IL	Silver	283.12	9
20988	05324ZU8541783	IL	Silver	283.7	1
20704	08060FW1551113	IL	Silver	284.04	4
22146	01196WX9258373	IL	Silver	284.11	13
9376	48218IP1762014	IL	Silver	284.2	13
19734	51238TF4700586	IL	Silver	284.4	8
16568	42326MM9099529	IL	Silver	284.6	10
2189	80297IC5907589	IL	Silver	285.03	10
20066	74995MJ3820081	IL	Silver	285.45	13
12068	46044QT1396764	IL	Silver	286.1	12
13767	12852AL1160174	IL	Silver	286.13	7
736	90234PU5540892	IL	Silver	286.61	11
5288	02822JU8952170	IL	Silver	286.69	4
11141	06954ZB7158135	IL	Silver	287.77	8
11435	29882SF5234530	IL	Silver	287.77	7
11537	50568BL4543438	IL	Silver	287.77	9
7476	78228CG2733435	IL	Silver	290.21	4
8460	36591TB1340514	IL	Silver	290.21	5
12656	55754LO9868300	IL	Silver	290.45	13
17227	68590EI7783296	IL	Silver	290.74	9
18361	53114UQ4215679	IL	Silver	290.89	6
3849	49989MB7040601	IL	Silver	291.34	2
20692	28025KF5854362	IL	Silver	291.78	5
1639	77296EA8322176	IL	Silver	292.26	10
12544	66994TT1830323	IL	Silver	292.37	5
2892	75995BV2964668	IL	Silver	293.82	7
18713	03248UC1176466	IL	Silver	293.95	10
15060	45617WG9453084	IL	Silver	294.01	9
12632	63706OZ1601879	IL	Silver	294.28	2
3486	51414DR1019279	IL	Silver	295.54	10
14954	04382NY0914194	IL	Silver	296.01	11
4303	33836RH0678442	IL	Silver	296.03	12
2827	78291UZ2403488	IL	Silver	296.4	8
8001	97842GO3619051	IL	Silver	296.71	3
7087	16336KQ4969626	IL	Silver	297.04	5
14004	22509VF2233164	IL	Silver	297.04	4
11857	21948OM5514938	IL	Silver	297.12	7
5969	73553RZ6036642	IL	Silver	297.95	1
20662	28591QF1210684	IL	Silver	298.26	13
17231	71194DT5679214	IL	Silver	299.04	10
17484	22618WO3546804	IL	Silver	299.71	3
19025	78718GM2472486	IL	Silver	299.85	4
14923	33050NB6139358	IL	Silver	300.03	5
18976	12516JU7709047	IL	Silver	300.03	4
12200	35494CS4508313	IL	Silver	300.24	5
17013	30612NM4657646	IL	Silver	300.54	3
8918	63572YQ9514425	IL	Silver	300.57	7
21404	03710KW5030760	IL	Silver	301.61	13
21793	63319VP5288395	IL	Silver	301.75	10
11844	66821TQ3659193	IL	Silver	302.06	7
845	92620BX1066780	IL	Silver	302.38	7
11357	00418OR1055011	IL	Silver	302.47	7
16696	29259GM9490229	IL	Silver	302.98	11
1017	39357RG1331747	IL	Silver	303.61	5
10791	33708IY1730009	IL	Silver	304.72	13
9116	42351QT7442629	IL	Silver	305.42	9
21708	44638KN0712903	IL	Silver	305.96	1
12003	92896XP9566117	IL	Silver	306.03	11
1945	80160UF6730674	IL	Silver	306.4	9
9385	37548GB9193152	IL	Silver	307.92	4
12707	89159XC0235728	IL	Silver	308.0	10
9807	91142IC6054915	IL	Silver	308.63	3
1001	22989VI9815676	IL	Silver	309.4	1
1651	34235OC0442859	IL	Silver	309.42	4
14759	84341MV6006607	IL	Silver	309.42	5
830	59567CG6821958	IL	Silver	309.66	7
9563	86043XH4602582	IL	Silver	310.27	5
825	23689HV1524890	IL	Silver	310.52	6
7565	19031AP0201220	IL	Silver	311.37	4
16556	79004NC7183438	IL	Silver	311.89	13
5779	39429JM8103626	IL	Silver	312.09	3
9424	74403SP9895712	IL	Silver	314.33	13
7254	76014CJ2781476	IL	Silver	314.89	2
19797	27979KW0327117	IL	Silver	315.03	13
12566	14323YI9842725	IL	Silver	315.6	11
14937	56255GQ4484325	IL	Silver	316.41	5
9164	32867TM2129149	IL	Silver	316.53	5
256	58773IX2064712	IL	Silver	317.83	6
17499	70655AD9174863	IL	Silver	317.83	2
4854	75870KU2585113	IL	Silver	318.04	2
8974	65978EL3088841	IL	Silver	318.19	1
21417	13441VR5282959	IL	Silver	319.95	12
19711	61734EI7593083	IL	Silver	320.69	3
16396	45916JT4714815	IL	Silver	321.03	6
4604	73754YC8328032	IL	Silver	321.4	1
12053	17330HC9669357	IL	Silver	322.45	1
16773	40477WW7435350	IL	Silver	323.69	3
18482	26430ZD6304247	IL	Silver	324.51	4
9038	97872KD6294509	IL	Silver	324.89	13
15363	55172CW2948192	IL	Silver	325.26	3
14165	19927ZF6751732	IL	Silver	326.23	7
20900	64041PL0970925	IL	Silver	326.6	2
5371	22445RY1084188	IL	Silver	330.26	2
11232	42747OQ9886956	IL	Silver	331.07	6
11697	48223NO5333677	IL	Silver	332.03	6
18396	73227LX3807023	IL	Silver	332.54	7
7572	22296PY1235948	IL	Silver	335.35	5
19245	03721KC3272142	IL	Silver	338.81	13
21386	30419MW1630881	IL	Silver	341.04	11
8219	87215PU9000962	IL	Silver	343.9	1
18263	13248YL3126718	IL	Silver	344.19	2
5454	72701TN0049017	IL	Silver	347.12	1
13325	06875KG1503194	IL	Silver	347.76	8
1927	89508EI7485150	IL	Silver	354.5	8
14931	27099OT2693720	IL	Silver	358.87	6
19524	51363TP4607685	IL	Silver	366.2	13
21341	34625OR1697760	IL	Silver	366.56	1
3811	22068ER8262592	IL	Silver	368.28	12
8205	75057TU3296340	IL	Silver	368.6	11
9035	19190EM0690851	IL	Silver	369.02	2
9732	06910SZ1118970	IL	Silver	371.03	8
1819	10338UB5660605	IL	Silver	373.66	1
412	69418OJ6703792	IL	Silver	375.38	12
13632	73621MR6489046	IL	Silver	376.17	2
12855	65234HD0269935	IL	Silver	401.02	8
20682	23550ZX0150568	IL	Silver	446.14	1
6004	34369SP1665033	IL	Silver	454.75	1
7965	64356IQ3245780	IL	Silver	455.16	2
9120	39344VE6647229	IL	Silver	459.66	4
19863	31268IP1801608	IL	Silver	463.95	2
15502	65692KN7979384	IL	Silver	468.53	4
2395	03405XG0727886	IL	Silver	477.69	3
5859	60258CR1914605	IL	Silver	486.7	10
5811	53024RP2403265	IL	Silver	486.91	3
8955	50668FC2420910	IL	Silver	496.09	10
9907	37090DC9015075	IL	Silver	545.27	7
14006	11004XZ5068462	IL	Silver	549.97	5
8656	42211YJ5954320	IL	Silver	555.79	7
8821	92979VQ7878587	IL	Silver	560.58	5
7402	49124YN3097040	IN	Silver	192.46	16
14710	67483NP0618073	IN	Silver	195.84	16
13411	94468VB3044123	IN	Silver	200.81	16
3807	70170GG9760079	IN	Silver	203.11	16
17278	60229BD0595624	IN	Silver	204.31	16
18233	09987UV0798763	IN	Silver	204.34	16
5775	22003XG6883588	IN	Silver	206.67	16
3568	75336LU2924139	IN	Silver	208.12	16
2847	16667ZL7512109	IN	Silver	208.74	16
3289	04208XV4983926	IN	Silver	211.38	16
8467	86728QS7996697	IN	Silver	211.77	16
11485	33025KC6205559	IN	Silver	212.41	16
4217	64772LC0341860	IN	Silver	213.17	16
7969	20981AN4129963	IN	Silver	215.61	16
11903	43471AH4309197	IN	Silver	220.93	16
20320	24686UD2514204	IN	Silver	221.59	16
13568	45335JQ5486926	IN	Silver	225.0	16
18399	00885HS8318079	IN	Silver	252.23	16
8738	18921JQ6300327	IN	Silver	262.0	15
2398	12361DI2686257	IN	Silver	266.6	15
11355	32406QS2262194	IN	Silver	267.74	16
4697	34756EU3497304	IN	Silver	268.1	4
7686	30506KM2387975	IN	Silver	272.24	16
15955	23570MK1553800	IN	Silver	272.81	4
9951	96537CJ8015319	IN	Silver	273.37	15
6421	93094VB8979704	IN	Silver	273.61	16
21755	67629GK2702033	IN	Silver	274.66	16
724	99519NU6607820	IN	Silver	276.5	15
19326	45219PL0419812	IN	Silver	277.56	3
13085	32083XB4366517	IN	Silver	278.13	15
16389	90367ZE7940404	IN	Silver	278.17	15
5396	02916PJ7687294	IN	Silver	279.73	4
5825	87204DG0014037	IN	Silver	281.35	15
18871	26863KD1648634	IN	Silver	282.35	16
8239	49954BE9799453	IN	Silver	282.43	3
9608	57181FH9369988	IN	Silver	282.93	4
21940	02247EQ6579998	IN	Silver	283.32	15
19319	00063IR8016989	IN	Silver	284.17	15
11170	62311NL7142961	IN	Silver	284.6	4
15279	99243DY0332131	IN	Silver	284.64	4
2351	37249TR0060995	IN	Silver	285.1	16
730	34534WX5108520	IN	Silver	285.18	16
1730	42400GK2275775	IN	Silver	285.37	16
11546	93808ZM3147538	IN	Silver	287.9	4
20060	75041CS4144271	IN	Silver	288.29	15
8240	35326XH8066414	IN	Silver	288.54	1
9906	42486VR2091187	IN	Silver	289.16	15
13104	98442OV3743789	IN	Silver	289.6	3
8930	78074UN7202672	IN	Silver	289.91	4
12391	77582FU9748268	IN	Silver	290.19	15
5786	19628OP1300625	IN	Silver	290.78	4
20050	01048SR5333326	IN	Silver	292.91	3
4978	71211SE1081123	IN	Silver	293.51	15
4792	20556MA0920132	IN	Silver	293.6	1
12342	22907GD6676197	IN	Silver	294.64	3
20853	37916ZW7398642	IN	Silver	294.68	3
7908	20965UX7521643	IN	Silver	295.0	4
11058	17563QH1263981	IN	Silver	295.89	4
20056	78873XF9616311	IN	Silver	296.16	6
3049	45298NK7602758	IN	Silver	296.95	4
21811	07850WD1499842	IN	Silver	298.05	3
13921	49315QY3024700	IN	Silver	299.33	16
2153	54418JQ8439594	IN	Silver	300.14	3
18432	90668IF3390915	IN	Silver	300.35	4
6829	47794RC6028969	IN	Silver	300.75	15
11121	27600CU5351758	IN	Silver	301.04	3
8507	74923GL5982534	IN	Silver	301.06	1
11109	34695GU2942507	IN	Silver	301.36	6
583	60036UN9232007	IN	Silver	301.66	15
4054	99595DO9999553	IN	Silver	302.7	4
22120	76720PJ3814642	IN	Silver	302.93	4
19382	93058CA8965266	IN	Silver	304.5	1
3626	98053UR8022360	IN	Silver	305.4	3
11135	23807EP7102235	IN	Silver	306.3	1
14090	41862NU5982719	IN	Silver	306.32	3
19365	78148GH0400836	IN	Silver	306.34	1
18909	20133OF3627485	IN	Silver	307.42	3
19557	40323YZ5246146	IN	Silver	307.75	4
17694	99234WK2179581	IN	Silver	308.39	15
387	85832CA1307132	IN	Silver	308.68	4
9238	07025FJ0631120	IN	Silver	309.01	6
15078	94380FY2678784	IN	Silver	309.37	4
290	02495BI3695717	IN	Silver	309.49	5
632	57530EU3299678	IN	Silver	309.49	10
1056	64379JV3533506	IN	Silver	309.49	15
2314	73029CB6389297	IN	Silver	309.49	2
2852	28472FH3832639	IN	Silver	309.49	8
4362	54438UF2320836	IN	Silver	309.49	11
11471	39177EQ7276567	IN	Silver	309.49	14
13448	09515YH1158915	IN	Silver	309.49	13
19652	47739FR3872501	IN	Silver	309.49	1
21568	62011IS7014157	IN	Silver	309.49	7
12893	60833JT2394290	IN	Silver	309.62	5
9567	50658NG5835094	IN	Silver	309.84	1
1249	70354FK4881713	IN	Silver	310.94	3
21590	33111DF3100644	IN	Silver	312.01	1
2798	48914PY2215213	IN	Silver	312.55	6
10095	59944JR4751565	IN	Silver	312.73	1
10792	30675QN0492046	IN	Silver	312.95	1
1324	39701KH5999270	IN	Silver	313.54	14
3958	09989PE0755076	IN	Silver	314.39	6
13894	42384MP5457538	IN	Silver	314.44	6
1550	99967NV9458870	IN	Silver	316.63	2
16146	83084TF6613443	IN	Silver	317.22	8
18431	73479JP9661508	IN	Silver	317.49	1
10607	76284JE7138043	IN	Silver	318.03	6
13636	27253IG9214210	IN	Silver	318.42	9
12170	89885DN6736162	IN	Silver	318.44	1
8370	70207OD6154935	IN	Silver	318.61	3
16094	63157EI2419984	IN	Silver	319.57	3
17364	73473VD4743527	IN	Silver	319.59	1
6975	60032VW0608122	IN	Silver	320.26	6
6628	70480ZG6242261	IN	Silver	320.57	10
2895	69875PB1227866	IN	Silver	320.59	15
17382	17170YZ1042150	IN	Silver	320.78	2
22147	58216IS3442984	IN	Silver	321.22	6
16594	08126KP2859965	IN	Silver	323.24	1
15412	10647FK7777390	IN	Silver	323.92	7
895	18296TQ6157173	IN	Silver	323.95	6
18081	89221NP7211049	IN	Silver	324.12	4
11179	95115NV5548900	IN	Silver	325.88	6
14809	86988FI2294027	IN	Silver	326.19	10
2465	02431FM0615630	IN	Silver	326.75	4
19552	87335RB6576005	IN	Silver	326.86	6
10336	74692TZ1341308	IN	Silver	326.95	17
9085	93479EK6928272	IN	Silver	326.98	11
16153	59948QU7967588	IN	Silver	327.35	15
14446	22108MH9787082	IN	Silver	328.03	6
1692	64111DS8172552	IN	Silver	328.64	5
6357	39563IJ9083985	IN	Silver	329.02	3
1051	30761XD5958199	IN	Silver	329.27	3
4412	40230GP9457523	IN	Silver	329.57	15
91	70464DX0133492	IN	Silver	329.61	13
904	33362XX6972863	IN	Silver	329.61	11
6442	39047GJ9836693	IN	Silver	329.61	14
9818	71279UR8787005	IN	Silver	329.61	7
10815	44214WI8647948	IN	Silver	329.61	2
12870	95603RC6448574	IN	Silver	329.61	15
13652	21727JP0536047	IN	Silver	329.61	5
15563	65113NK0128351	IN	Silver	329.61	8
16136	74592LB1041889	IN	Silver	329.61	10
17711	82329FJ1151233	IN	Silver	329.61	1
7899	85003JR2169115	IN	Silver	329.69	12
18443	67648NQ2726299	IN	Silver	329.82	3
15787	04371NP9505836	IN	Silver	330.16	3
22161	75664YP4551604	IN	Silver	330.16	4
14881	51845DQ0901467	IN	Silver	330.26	1
11039	18481SS5683530	IN	Silver	330.59	13
3327	08166LI8531146	IN	Silver	331.21	1
19643	33469UC9302662	IN	Silver	331.78	6
5641	30732GU4619882	IN	Silver	331.97	1
4508	50879CD1603302	IN	Silver	332.21	1
16842	05030VG6133151	IN	Silver	332.78	15
12917	21252KW0135623	IN	Silver	332.82	14
21883	08769GM3107955	IN	Silver	332.84	15
14216	60034VN4325744	IN	Silver	332.97	5
17483	35860YF6400527	IN	Silver	333.07	11
19357	65380OJ5204494	IN	Silver	333.1	15
13360	16899IL0488459	IN	Silver	334.16	5
5048	81523UQ6133005	IN	Silver	334.47	10
7957	02681XN7054204	IN	Silver	334.54	15
1436	91022JI4594709	IN	Silver	335.21	2
10670	20546IV2619233	IN	Silver	335.86	5
17987	56209BC8503086	IN	Silver	336.11	2
6069	49998QW9764932	IN	Silver	336.27	3
18664	07195VF7083065	IN	Silver	336.7	2
15642	08613VU1835550	IN	Silver	336.72	8
11035	96372WE6073982	IN	Silver	336.78	12
18152	08116TE3544874	IN	Silver	336.86	2
19071	28581CX6854896	IN	Silver	337.54	1
11872	60923FF1008143	IN	Silver	337.99	9
48	03648LP9760686	IN	Silver	338.09	12
5561	38785CG3926669	IN	Silver	338.09	16
13298	07618LI4653623	IN	Silver	338.09	13
1287	30525VD4081773	IN	Silver	338.3	10
19853	77610DU4850698	IN	Silver	338.32	6
12921	06701DN5507922	IN	Silver	338.41	14
16976	82396IE1647796	IN	Silver	338.88	9
4625	53808MM0829380	IN	Silver	338.92	12
11813	77365LE7911386	IN	Silver	338.92	11
14202	68549BZ9630601	IN	Silver	339.25	1
2112	98158GB2373694	IN	Silver	339.41	4
19970	22358WU7987480	IN	Silver	339.41	3
7024	16203UW0692570	IN	Silver	339.73	5
19221	53672CI5014783	IN	Silver	339.97	6
7870	78885SK5578229	IN	Silver	340.13	14
16615	03420UH3209854	IN	Silver	340.2	4
19775	61378HZ0375084	IN	Silver	340.29	10
3214	62215WD8922932	IN	Silver	340.34	10
14513	10959QE3559081	IN	Silver	340.99	6
14192	98193YH4950233	IN	Silver	341.09	2
4591	42555VN9678673	IN	Silver	341.75	2
164	05518YV5544525	IN	Silver	342.09	10
11209	35565VD1583807	IN	Silver	342.21	12
12543	91080PM4470046	IN	Silver	342.38	8
12616	68844MV5076629	IN	Silver	342.54	12
3714	01888ME4604192	IN	Silver	342.71	4
13409	08138HB0177219	IN	Silver	342.71	3
18606	20360TC4142166	IN	Silver	343.04	4
19447	73803NH3958745	IN	Silver	343.04	3
5455	39876TF1847700	IN	Silver	343.08	13
13616	24774GX5798327	IN	Silver	343.48	2
18199	68960XG7433606	IN	Silver	343.66	9
17025	48796IV2895168	IN	Silver	343.83	7
13434	93792OA9943533	IN	Silver	343.87	6
14049	70735BT6195870	IN	Silver	344.11	8
14224	64842QY8114001	IN	Silver	344.23	10
9272	37835ER4171012	IN	Silver	345.4	9
8006	55316WU4706179	IN	Silver	345.95	7
18562	31617QW7197141	IN	Silver	346.3	2
15745	90096SJ9924400	IN	Silver	346.43	6
16394	78638HP3960245	IN	Silver	346.64	10
8666	42578UC7032279	IN	Silver	346.65	1
13666	87663JA0869440	IN	Silver	346.85	4
21265	76547TA9581080	IN	Silver	347.05	17
7064	51404MF2148840	IN	Silver	347.09	11
21372	14472JM5746589	IN	Silver	347.52	11
6898	51587LT7399859	IN	Silver	347.68	10
7455	10313BJ2640656	IN	Silver	349.25	5
6727	00633DV1263576	IN	Silver	349.5	5
14261	23024YB1671596	IN	Silver	349.62	7
21897	36377BC6677922	IN	Silver	349.64	6
4579	40691RL1929034	IN	Silver	349.66	2
6242	31980SG9076374	IN	Silver	349.75	2
7194	15109WW6897817	IN	Silver	349.78	17
14760	69744RZ3108976	IN	Silver	350.0	2
14657	03366MM3122786	IN	Silver	350.1	3
990	47086TL3076509	IN	Silver	350.91	13
11938	81977OC8016170	IN	Silver	351.38	7
698	24565ZB8838325	IN	Silver	351.42	6
5321	11196IE1245135	IN	Silver	351.49	11
21534	31989AI4794793	IN	Silver	352.64	5
1300	76268DV0335287	IN	Silver	352.67	4
17651	51863EC4028326	IN	Silver	352.69	13
10382	66279JB2060536	IN	Silver	352.73	10
15070	02939GL8972307	IN	Silver	352.88	17
3203	99365CW4427368	IN	Silver	352.92	11
5623	98845NK7330143	IN	Silver	352.98	5
20133	26087KH0614595	IN	Silver	353.12	12
21925	23398HB8398347	IN	Silver	353.57	11
15928	08455RJ3582166	IN	Silver	353.62	11
14864	86002CM1003936	IN	Silver	353.75	2
15475	41624JU6960600	IN	Silver	353.79	10
16380	28802OI1792931	IN	Silver	354.46	4
3520	94282PY1651929	IN	Silver	354.67	17
20597	70149RG5576325	IN	Silver	354.7	11
3675	11181SQ6421588	IN	Silver	354.97	11
8540	64954NJ4248287	IN	Silver	354.97	3
14443	69325OB6870930	IN	Silver	354.97	8
2823	82104MV3728472	IN	Silver	355.06	10
15024	44074MN7147895	IN	Silver	355.11	6
2072	72350AB3709150	IN	Silver	355.43	7
15193	08010WW6290621	IN	Silver	355.64	7
20511	53269MU9723051	IN	Silver	355.7	9
10080	95246WE0314996	IN	Silver	355.84	2
19534	22590IJ5861127	IN	Silver	355.89	2
19656	46255RB9083752	IN	Silver	355.97	3
15152	60642ZJ4516298	IN	Silver	356.12	13
977	13565QO7230607	IN	Silver	356.13	6
17367	54465BH1307930	IN	Silver	356.22	10
6815	02216YM8360686	IN	Silver	356.46	13
20194	50809OD6484736	IN	Silver	356.48	8
20793	16480TL2197334	IN	Silver	356.8	13
3490	16326UX1902217	IN	Silver	357.44	13
12765	00054WR0457043	IN	Silver	357.44	15
3295	26841EW2684620	IN	Silver	357.48	12
20100	79548IE0298527	IN	Silver	357.66	11
9988	55185BB2389286	IN	Silver	357.78	3
7843	95113OG0221685	IN	Silver	358.62	13
21932	83839WV6822568	IN	Silver	359.1	7
7925	85114DS6585078	IN	Silver	359.12	10
15295	47108XU3230907	IN	Silver	359.45	7
11340	28617EK4944816	IN	Silver	359.58	17
